"#","Date.Time.GMT.-0400","Temp.°F","Intensity..lum/ft²"
1,2019-06-30 01:00:00,51.7635078430176,0
2,2019-06-30 01:15:00,51.9179496765137,0
3,2019-06-30 01:30:00,52.2268333435059,0
4,2019-06-30 01:45:00,52.1496124267578,0
5,2019-06-30 02:00:00,52.1496124267578,0
6,2019-06-30 02:15:00,52.0723915100098,0
7,2019-06-30 02:30:00,52.1496124267578,0
8,2019-06-30 02:45:00,52.1496124267578,0
9,2019-06-30 03:00:00,52.1496124267578,0
10,2019-06-30 03:15:00,52.1496124267578,0
11,2019-06-30 03:30:00,52.1496124267578,0
12,2019-06-30 03:45:00,52.0723915100098,0
13,2019-06-30 04:00:00,51.9951705932617,0
14,2019-06-30 04:15:00,52.1496124267578,0
15,2019-06-30 04:30:00,51.9951705932617,0.0771090015769005
16,2019-06-30 04:45:00,52.0723915100098,1.19844400882721
17,2019-06-30 05:00:00,51.9951705932617,6.11485004425049
18,2019-06-30 05:15:00,51.8407287597656,16.6704444885254
19,2019-06-30 05:30:00,51.9179496765137,53.6308212280273
20,2019-06-30 05:45:00,51.8407287597656,61.6278762817383
21,2019-06-30 06:00:00,51.8407287597656,29.2085819244385
22,2019-06-30 06:15:00,51.8407287597656,49.7809371948242
23,2019-06-30 06:30:00,51.7635078430176,131.460906982422
24,2019-06-30 06:45:00,51.9179496765137,161.427581787109
25,2019-06-30 07:00:00,52.1496124267578,323.806488037109
26,2019-06-30 07:15:00,52.0723915100098,533.929870605469
27,2019-06-30 07:30:00,51.9179496765137,324.044311523438
28,2019-06-30 07:45:00,52.0723915100098,317.266143798828
29,2019-06-30 08:00:00,52.1496124267578,608.370910644531
30,2019-06-30 08:15:00,52.2268333435059,686.379333496094
31,2019-06-30 08:30:00,52.4584922790527,592.674072265625
32,2019-06-30 08:45:00,52.381275177002,768.668762207031
33,2019-06-30 09:00:00,52.0723915100098,511.335968017578
34,2019-06-30 09:15:00,52.0723915100098,901.378295898438
35,2019-06-30 09:30:00,52.2268333435059,571.031494140625
36,2019-06-30 09:45:00,51.9951705932617,721.578308105469
37,2019-06-30 10:00:00,52.0723915100098,726.57275390625
38,2019-06-30 10:15:00,52.381275177002,1316.63073730469
39,2019-06-30 10:30:00,52.6129341125488,2010.14501953125
40,2019-06-30 10:45:00,52.844596862793,2272.7099609375
41,2019-06-30 11:00:00,52.381275177002,1129.69580078125
42,2019-06-30 11:15:00,52.9990386962891,2055.80834960938
43,2019-06-30 11:30:00,52.1496124267578,1206.7529296875
44,2019-06-30 11:45:00,51.7635078430176,357.102783203125
45,2019-06-30 12:00:00,52.2268333435059,396.939422607422
46,2019-06-30 12:15:00,52.6129341125488,616.457153320312
47,2019-06-30 12:30:00,52.7673759460449,1596.31958007812
48,2019-06-30 12:45:00,52.6129341125488,1569.20690917969
49,2019-06-30 13:00:00,53.3079223632812,3004.27734375
50,2019-06-30 13:15:00,53.1534805297852,2316.47094726562
51,2019-06-30 13:30:00,52.2268333435059,563.4208984375
52,2019-06-30 13:45:00,51.9951705932617,443.910980224609
53,2019-06-30 14:00:00,51.8407287597656,357.459533691406
54,2019-06-30 14:15:00,51.8407287597656,246.74934387207
55,2019-06-30 14:30:00,51.9951705932617,507.530700683594
56,2019-06-30 14:45:00,52.4584922790527,837.877502441406
57,2019-06-30 15:00:00,52.381275177002,901.378295898438
58,2019-06-30 15:15:00,52.3040542602539,698.270874023438
59,2019-06-30 15:30:00,52.4584922790527,706.832824707031
60,2019-06-30 15:45:00,52.5357131958008,839.066650390625
61,2019-06-30 16:00:00,52.6129341125488,993.180969238281
62,2019-06-30 16:15:00,52.5357131958008,673.536499023438
63,2019-06-30 16:30:00,52.6129341125488,625.732543945312
64,2019-06-30 16:45:00,52.4584922790527,605.516906738281
65,2019-06-30 17:00:00,52.381275177002,677.817443847656
66,2019-06-30 17:15:00,52.4584922790527,522.751831054688
67,2019-06-30 17:30:00,52.3040542602539,340.097869873047
68,2019-06-30 17:45:00,52.1496124267578,229.030944824219
69,2019-06-30 18:00:00,51.8407287597656,157.860122680664
70,2019-06-30 18:15:00,51.9179496765137,125.515144348145
71,2019-06-30 18:30:00,51.8407287597656,138.358001708984
72,2019-06-30 18:45:00,51.7635078430176,190.918579101562
73,2019-06-30 19:00:00,51.9951705932617,226.593185424805
74,2019-06-30 19:15:00,52.0723915100098,171.297546386719
75,2019-06-30 19:30:00,51.9951705932617,161.724868774414
76,2019-06-30 19:45:00,51.9951705932617,115.615440368652
77,2019-06-30 20:00:00,51.7635078430176,44.8013572692871
78,2019-06-30 20:15:00,52.2268333435059,9.68416786193848
79,2019-06-30 20:30:00,52.5357131958008,6.50132513046265
80,2019-06-30 20:45:00,52.6129341125488,0.48216500878334
81,2019-06-30 21:00:00,52.1496124267578,0.018580999225378
82,2019-06-30 21:15:00,52.0723915100098,0
83,2019-06-30 21:30:00,51.9179496765137,0
84,2019-06-30 21:45:00,51.8407287597656,0
85,2019-06-30 22:00:00,51.7635078430176,0
86,2019-06-30 22:15:00,51.6090660095215,0
87,2019-06-30 22:30:00,52.3040542602539,0
88,2019-06-30 22:45:00,52.381275177002,0
89,2019-06-30 23:00:00,52.0723915100098,0
90,2019-06-30 23:15:00,51.8407287597656,0
91,2019-06-30 23:30:00,51.6862869262695,0
92,2019-06-30 23:45:00,51.6090660095215,0
93,2019-07-01 00:00:00,52.4584922790527,0
94,2019-07-01 00:15:00,52.0723915100098,0
95,2019-07-01 00:30:00,51.7635078430176,0
96,2019-07-01 00:45:00,51.5318450927734,0
