Date Time,Temp (°F)  #20178444,Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File
08/23/17 10:17:24.000,71.017,,,,,
08/23/17 10:23:17.000,,Logged,,,,
08/23/17 10:47:24.000,58.541,,,,,
08/23/17 11:17:24.000,56.383,,,,,
08/23/17 11:47:24.000,56.035,,,,,
08/23/17 12:17:24.000,55.863,,,,,
08/23/17 12:47:24.000,55.992,,,,,
08/23/17 13:17:24.000,56.035,,,,,
08/23/17 13:47:24.000,56.079,,,,,
08/23/17 14:17:24.000,55.647,,,,,
08/23/17 14:47:24.000,56.122,,,,,
08/23/17 15:17:24.000,56.122,,,,,
08/23/17 15:47:24.000,55.863,,,,,
08/23/17 16:17:24.000,55.949,,,,,
08/23/17 16:47:24.000,56.642,,,,,
08/23/17 17:17:24.000,56.772,,,,,
08/23/17 17:47:24.000,56.815,,,,,
08/23/17 18:17:24.000,56.901,,,,,
08/23/17 18:47:24.000,56.988,,,,,
08/23/17 19:17:24.000,57.031,,,,,
08/23/17 19:47:24.000,57.031,,,,,
08/23/17 20:17:24.000,56.988,,,,,
08/23/17 20:47:24.000,56.901,,,,,
08/23/17 21:17:24.000,56.772,,,,,
08/23/17 21:47:24.000,56.426,,,,,
08/23/17 22:17:24.000,56.208,,,,,
08/23/17 22:47:24.000,55.863,,,,,
08/23/17 23:17:24.000,55.647,,,,,
08/23/17 23:47:24.000,55.515,,,,,
08/24/17 00:17:24.000,55.558,,,,,
08/24/17 00:47:24.000,55.168,,,,,
08/24/17 01:17:24.000,55.602,,,,,
08/24/17 01:47:24.000,56.122,,,,,
08/24/17 02:17:24.000,56.728,,,,,
08/24/17 02:47:24.000,55.168,,,,,
08/24/17 03:17:24.000,55.906,,,,,
08/24/17 03:47:24.000,56.208,,,,,
08/24/17 04:17:24.000,56.426,,,,,
08/24/17 04:47:24.000,56.383,,,,,
08/24/17 05:17:24.000,56.426,,,,,
08/24/17 05:47:24.000,56.512,,,,,
08/24/17 06:17:24.000,56.556,,,,,
08/24/17 06:47:24.000,56.642,,,,,
08/24/17 07:17:24.000,56.728,,,,,
08/24/17 07:47:24.000,56.772,,,,,
08/24/17 08:17:24.000,56.772,,,,,
08/24/17 08:47:24.000,56.599,,,,,
08/24/17 09:17:24.000,56.383,,,,,
08/24/17 09:47:24.000,56.295,,,,,
08/24/17 10:17:24.000,56.122,,,,,
08/24/17 10:47:24.000,55.949,,,,,
08/24/17 11:17:24.000,55.733,,,,,
08/24/17 11:47:24.000,55.776,,,,,
08/24/17 12:17:24.000,55.863,,,,,
08/24/17 12:47:24.000,55.819,,,,,
08/24/17 13:17:24.000,55.081,,,,,
08/24/17 13:47:24.000,55.386,,,,,
08/24/17 14:17:24.000,55.256,,,,,
08/24/17 14:47:24.000,55.819,,,,,
08/24/17 15:17:24.000,56.383,,,,,
08/24/17 15:47:24.000,56.079,,,,,
08/24/17 16:17:24.000,55.776,,,,,
08/24/17 16:47:24.000,55.602,,,,,
08/24/17 17:17:24.000,56.208,,,,,
08/24/17 17:47:24.000,55.992,,,,,
08/24/17 18:17:24.000,55.992,,,,,
08/24/17 18:47:24.000,56.599,,,,,
08/24/17 19:17:24.000,56.556,,,,,
08/24/17 19:47:24.000,56.599,,,,,
08/24/17 20:17:24.000,56.599,,,,,
08/24/17 20:47:24.000,56.556,,,,,
08/24/17 21:17:24.000,56.772,,,,,
08/24/17 21:47:24.000,56.383,,,,,
08/24/17 22:17:24.000,56.383,,,,,
08/24/17 22:47:24.000,56.165,,,,,
08/24/17 23:17:24.000,56.079,,,,,
08/24/17 23:47:24.000,55.949,,,,,
08/25/17 00:17:24.000,55.906,,,,,
08/25/17 00:47:24.000,55.906,,,,,
08/25/17 01:17:24.000,55.906,,,,,
08/25/17 01:47:24.000,55.429,,,,,
08/25/17 02:17:24.000,56.122,,,,,
08/25/17 02:47:24.000,56.165,,,,,
08/25/17 03:17:24.000,56.426,,,,,
08/25/17 03:47:24.000,56.599,,,,,
08/25/17 04:17:24.000,55.863,,,,,
08/25/17 04:47:24.000,55.733,,,,,
08/25/17 05:17:24.000,55.819,,,,,
08/25/17 05:47:24.000,56.251,,,,,
08/25/17 06:17:24.000,56.251,,,,,
08/25/17 06:47:24.000,56.208,,,,,
08/25/17 07:17:24.000,56.251,,,,,
08/25/17 07:47:24.000,56.34,,,,,
08/25/17 08:17:24.000,56.34,,,,,
08/25/17 08:47:24.000,56.383,,,,,
08/25/17 09:17:24.000,56.469,,,,,
08/25/17 09:47:24.000,56.426,,,,,
08/25/17 10:17:24.000,56.426,,,,,
08/25/17 10:47:24.000,56.208,,,,,
08/25/17 11:17:24.000,56.035,,,,,
08/25/17 11:47:24.000,55.949,,,,,
08/25/17 12:17:24.000,55.863,,,,,
08/25/17 12:47:24.000,55.992,,,,,
08/25/17 13:17:24.000,55.906,,,,,
08/25/17 13:47:24.000,56.079,,,,,
08/25/17 14:17:24.000,55.776,,,,,
08/25/17 14:47:24.000,55.819,,,,,
08/25/17 15:17:24.000,55.647,,,,,
08/25/17 15:47:24.000,55.168,,,,,
08/25/17 16:17:24.000,55.558,,,,,
08/25/17 16:47:24.000,55.515,,,,,
08/25/17 17:17:24.000,55.69,,,,,
08/25/17 17:47:24.000,55.992,,,,,
08/25/17 18:17:24.000,56.383,,,,,
08/25/17 18:47:24.000,56.34,,,,,
08/25/17 19:17:24.000,56.469,,,,,
08/25/17 19:47:24.000,56.469,,,,,
08/25/17 20:17:24.000,56.469,,,,,
08/25/17 20:47:24.000,56.469,,,,,
08/25/17 21:17:24.000,56.383,,,,,
08/25/17 21:47:24.000,56.251,,,,,
08/25/17 22:17:24.000,56.469,,,,,
08/25/17 22:47:24.000,56.469,,,,,
08/25/17 23:17:24.000,56.469,,,,,
08/25/17 23:47:24.000,56.469,,,,,
08/26/17 00:17:24.000,56.426,,,,,
08/26/17 00:47:24.000,56.383,,,,,
08/26/17 01:17:24.000,56.383,,,,,
08/26/17 01:47:24.000,56.383,,,,,
08/26/17 02:17:24.000,56.34,,,,,
08/26/17 02:47:24.000,56.34,,,,,
08/26/17 03:17:24.000,56.34,,,,,
08/26/17 03:47:24.000,56.208,,,,,
08/26/17 04:17:24.000,55.863,,,,,
08/26/17 04:47:24.000,56.165,,,,,
08/26/17 05:17:24.000,56.122,,,,,
08/26/17 05:47:24.000,56.122,,,,,
08/26/17 06:17:24.000,56.122,,,,,
08/26/17 06:47:24.000,56.035,,,,,
08/26/17 07:17:24.000,56.079,,,,,
08/26/17 07:47:24.000,56.122,,,,,
08/26/17 08:17:24.000,56.122,,,,,
08/26/17 08:47:24.000,56.208,,,,,
08/26/17 09:17:24.000,56.295,,,,,
08/26/17 09:47:24.000,56.383,,,,,
08/26/17 10:17:24.000,56.599,,,,,
08/26/17 10:47:24.000,56.426,,,,,
08/26/17 11:17:24.000,56.383,,,,,
08/26/17 11:47:24.000,56.34,,,,,
08/26/17 12:17:24.000,56.251,,,,,
08/26/17 12:47:24.000,56.035,,,,,
08/26/17 13:17:24.000,56.079,,,,,
08/26/17 13:47:24.000,56.079,,,,,
08/26/17 14:17:24.000,56.295,,,,,
08/26/17 14:47:24.000,55.906,,,,,
08/26/17 15:17:24.000,56.035,,,,,
08/26/17 15:47:24.000,56.251,,,,,
08/26/17 16:17:24.000,56.208,,,,,
08/26/17 16:47:24.000,56.426,,,,,
08/26/17 17:17:24.000,56.122,,,,,
08/26/17 17:47:24.000,55.69,,,,,
08/26/17 18:17:24.000,55.776,,,,,
08/26/17 18:47:24.000,55.949,,,,,
08/26/17 19:17:24.000,56.165,,,,,
08/26/17 19:47:24.000,56.383,,,,,
08/26/17 20:17:24.000,56.426,,,,,
08/26/17 20:47:24.000,56.469,,,,,
08/26/17 21:17:24.000,56.426,,,,,
08/26/17 21:47:24.000,56.426,,,,,
08/26/17 22:17:24.000,56.426,,,,,
08/26/17 22:47:24.000,56.34,,,,,
08/26/17 23:17:24.000,56.383,,,,,
08/26/17 23:47:24.000,56.383,,,,,
08/27/17 00:17:24.000,56.34,,,,,
08/27/17 00:47:24.000,56.34,,,,,
08/27/17 01:17:24.000,56.34,,,,,
08/27/17 01:47:24.000,56.208,,,,,
08/27/17 02:17:24.000,56.122,,,,,
08/27/17 02:47:24.000,56.208,,,,,
08/27/17 03:17:24.000,55.863,,,,,
08/27/17 03:47:24.000,56.122,,,,,
08/27/17 04:17:24.000,56.295,,,,,
08/27/17 04:47:24.000,56.34,,,,,
08/27/17 05:17:24.000,56.426,,,,,
08/27/17 05:47:24.000,56.383,,,,,
08/27/17 06:17:24.000,56.122,,,,,
08/27/17 06:47:24.000,56.035,,,,,
08/27/17 07:17:24.000,55.949,,,,,
08/27/17 07:47:24.000,56.035,,,,,
08/27/17 08:17:24.000,56.469,,,,,
08/27/17 08:47:24.000,56.599,,,,,
08/27/17 09:17:24.000,56.858,,,,,
08/27/17 09:47:24.000,56.944,,,,,
08/27/17 10:17:24.000,57.074,,,,,
08/27/17 10:47:24.000,56.815,,,,,
08/27/17 11:17:24.000,56.772,,,,,
08/27/17 11:47:24.000,56.858,,,,,
08/27/17 12:17:24.000,56.685,,,,,
08/27/17 12:47:24.000,56.556,,,,,
08/27/17 13:17:24.000,56.556,,,,,
08/27/17 13:47:24.000,56.34,,,,,
08/27/17 14:17:24.000,56.34,,,,,
08/27/17 14:47:24.000,55.949,,,,,
08/27/17 15:17:24.000,55.733,,,,,
08/27/17 15:47:24.000,56.34,,,,,
08/27/17 16:17:24.000,56.122,,,,,
08/27/17 16:47:24.000,55.992,,,,,
08/27/17 17:17:24.000,55.992,,,,,
08/27/17 17:47:24.000,56.208,,,,,
08/27/17 18:17:24.000,56.208,,,,,
08/27/17 18:47:24.000,56.079,,,,,
08/27/17 19:17:24.000,56.208,,,,,
08/27/17 19:47:24.000,55.906,,,,,
08/27/17 20:17:24.000,55.949,,,,,
08/27/17 20:47:24.000,56.34,,,,,
08/27/17 21:17:24.000,56.426,,,,,
08/27/17 21:47:24.000,56.556,,,,,
08/27/17 22:17:24.000,56.556,,,,,
08/27/17 22:47:24.000,56.815,,,,,
08/27/17 23:17:24.000,56.815,,,,,
08/27/17 23:47:24.000,56.685,,,,,
08/28/17 00:17:24.000,56.772,,,,,
08/28/17 00:47:24.000,56.901,,,,,
08/28/17 01:17:24.000,56.901,,,,,
08/28/17 01:47:24.000,56.901,,,,,
08/28/17 02:17:24.000,56.772,,,,,
08/28/17 02:47:24.000,56.556,,,,,
08/28/17 03:17:24.000,56.426,,,,,
08/28/17 03:47:24.000,56.251,,,,,
08/28/17 04:17:24.000,56.383,,,,,
08/28/17 04:47:24.000,56.642,,,,,
08/28/17 05:17:24.000,56.728,,,,,
08/28/17 05:47:24.000,56.728,,,,,
08/28/17 06:17:24.000,56.728,,,,,
08/28/17 06:47:24.000,56.944,,,,,
08/28/17 07:17:24.000,56.901,,,,,
08/28/17 07:47:24.000,56.556,,,,,
08/28/17 08:17:24.000,56.556,,,,,
08/28/17 08:47:24.000,56.426,,,,,
08/28/17 09:17:24.000,56.901,,,,,
08/28/17 09:47:24.000,57.117,,,,,
08/28/17 10:17:24.000,57.117,,,,,
08/28/17 10:47:24.000,57.247,,,,,
08/28/17 11:17:24.000,57.463,,,,,
08/28/17 11:47:24.000,57.247,,,,,
08/28/17 12:17:24.000,57.376,,,,,
08/28/17 12:47:24.000,57.333,,,,,
08/28/17 13:17:24.000,57.204,,,,,
08/28/17 13:47:24.000,57.204,,,,,
08/28/17 14:17:24.000,57.117,,,,,
08/28/17 14:47:24.000,56.599,,,,,
08/28/17 15:17:24.000,57.16,,,,,
08/28/17 15:47:24.000,56.035,,,,,
08/28/17 16:17:24.000,55.819,,,,,
08/28/17 16:47:24.000,57.506,,,,,
08/28/17 17:17:24.000,57.031,,,,,
08/28/17 17:47:24.000,56.772,,,,,
08/28/17 18:17:24.000,56.988,,,,,
08/28/17 18:47:24.000,57.204,,,,,
08/28/17 19:17:24.000,57.333,,,,,
08/28/17 19:47:24.000,56.988,,,,,
08/28/17 20:17:24.000,56.858,,,,,
08/28/17 20:47:24.000,57.031,,,,,
08/28/17 21:17:24.000,57.16,,,,,
08/28/17 21:47:24.000,57.247,,,,,
08/28/17 22:17:24.000,57.376,,,,,
08/28/17 22:47:24.000,57.376,,,,,
08/28/17 23:17:24.000,57.29,,,,,
08/28/17 23:47:24.000,57.333,,,,,
08/29/17 00:17:24.000,57.42,,,,,
08/29/17 00:47:24.000,57.506,,,,,
08/29/17 01:17:24.000,57.592,,,,,
08/29/17 01:47:24.000,57.722,,,,,
08/29/17 02:17:24.000,57.807,,,,,
08/29/17 02:47:24.000,57.807,,,,,
08/29/17 03:17:24.000,57.463,,,,,
08/29/17 03:47:24.000,56.858,,,,,
08/29/17 04:17:24.000,56.858,,,,,
08/29/17 04:47:24.000,55.906,,,,,
08/29/17 05:17:24.000,56.944,,,,,
08/29/17 05:47:24.000,57.29,,,,,
08/29/17 06:17:24.000,57.463,,,,,
08/29/17 06:47:24.000,57.506,,,,,
08/29/17 07:17:24.000,57.549,,,,,
08/29/17 07:47:24.000,57.636,,,,,
08/29/17 08:17:24.000,57.376,,,,,
08/29/17 08:47:24.000,56.944,,,,,
08/29/17 09:17:24.000,56.944,,,,,
08/29/17 09:47:24.000,57.42,,,,,
08/29/17 10:17:24.000,58.023,,,,,
08/29/17 10:47:24.000,57.807,,,,,
08/29/17 11:17:24.000,57.765,,,,,
08/29/17 11:47:24.000,57.893,,,,,
08/29/17 12:17:24.000,57.85,,,,,
08/29/17 12:47:24.000,57.722,,,,,
08/29/17 13:17:24.000,57.807,,,,,
08/29/17 13:47:24.000,57.765,,,,,
08/29/17 14:17:24.000,57.679,,,,,
08/29/17 14:47:24.000,57.506,,,,,
08/29/17 15:17:24.000,57.765,,,,,
08/29/17 15:47:24.000,54.82,,,,,
08/29/17 16:17:24.000,56.295,,,,,
08/29/17 16:47:24.000,56.208,,,,,
08/29/17 17:17:24.000,57.247,,,,,
08/29/17 17:47:24.000,57.807,,,,,
08/29/17 18:17:24.000,57.592,,,,,
08/29/17 18:47:24.000,57.592,,,,,
08/29/17 19:17:24.000,57.549,,,,,
08/29/17 19:47:24.000,57.376,,,,,
08/29/17 20:17:24.000,57.074,,,,,
08/29/17 20:47:24.000,57.074,,,,,
08/29/17 21:17:24.000,56.815,,,,,
08/29/17 21:47:24.000,57.204,,,,,
08/29/17 22:17:24.000,57.42,,,,,
08/29/17 22:47:24.000,57.42,,,,,
08/29/17 23:17:24.000,57.463,,,,,
08/29/17 23:47:24.000,57.506,,,,,
08/30/17 00:17:24.000,57.592,,,,,
08/30/17 00:47:24.000,57.506,,,,,
08/30/17 01:17:24.000,57.549,,,,,
08/30/17 01:47:24.000,57.592,,,,,
08/30/17 02:17:24.000,57.463,,,,,
08/30/17 02:47:24.000,57.463,,,,,
08/30/17 03:17:24.000,57.592,,,,,
08/30/17 03:47:24.000,57.42,,,,,
08/30/17 04:17:24.000,56.728,,,,,
08/30/17 04:47:24.000,55.906,,,,,
08/30/17 05:17:24.000,55.992,,,,,
08/30/17 05:47:24.000,56.772,,,,,
08/30/17 06:17:24.000,55.992,,,,,
08/30/17 06:47:24.000,57.376,,,,,
08/30/17 07:17:24.000,57.463,,,,,
08/30/17 07:47:24.000,57.592,,,,,
08/30/17 08:17:24.000,57.247,,,,,
08/30/17 08:47:24.000,57.42,,,,,
08/30/17 09:17:24.000,56.772,,,,,
08/30/17 09:47:24.000,57.031,,,,,
08/30/17 10:17:24.000,57.117,,,,,
08/30/17 10:47:24.000,57.333,,,,,
08/30/17 11:17:24.000,57.722,,,,,
08/30/17 11:47:24.000,57.893,,,,,
08/30/17 12:17:24.000,57.85,,,,,
08/30/17 12:47:24.000,57.936,,,,,
08/30/17 13:17:24.000,57.85,,,,,
08/30/17 13:47:24.000,57.679,,,,,
08/30/17 14:17:24.000,57.979,,,,,
08/30/17 14:47:24.000,57.679,,,,,
08/30/17 15:17:24.000,57.549,,,,,
08/30/17 15:47:24.000,57.247,,,,,
08/30/17 16:17:24.000,57.247,,,,,
08/30/17 16:47:24.000,56.512,,,,,
08/30/17 17:17:24.000,55.515,,,,,
08/30/17 17:47:24.000,56.469,,,,,
08/30/17 18:17:24.000,57.42,,,,,
08/30/17 18:47:24.000,57.463,,,,,
08/30/17 19:17:24.000,57.376,,,,,
08/30/17 19:47:24.000,57.247,,,,,
08/30/17 20:17:24.000,57.074,,,,,
08/30/17 20:47:24.000,56.858,,,,,
08/30/17 21:17:24.000,56.988,,,,,
08/30/17 21:47:24.000,56.728,,,,,
08/30/17 22:17:24.000,56.599,,,,,
08/30/17 22:47:24.000,56.901,,,,,
08/30/17 23:17:24.000,57.031,,,,,
08/30/17 23:47:24.000,57.074,,,,,
08/31/17 00:17:24.000,57.117,,,,,
08/31/17 00:47:24.000,57.117,,,,,
08/31/17 01:17:24.000,57.117,,,,,
08/31/17 01:47:24.000,57.117,,,,,
08/31/17 02:17:24.000,57.117,,,,,
08/31/17 02:47:24.000,57.074,,,,,
08/31/17 03:17:24.000,57.074,,,,,
08/31/17 03:47:24.000,57.117,,,,,
08/31/17 04:17:24.000,56.988,,,,,
08/31/17 04:47:24.000,56.944,,,,,
08/31/17 05:17:24.000,55.819,,,,,
08/31/17 05:47:24.000,55.949,,,,,
08/31/17 06:17:24.000,56.383,,,,,
08/31/17 06:47:24.000,56.728,,,,,
08/31/17 07:17:24.000,56.815,,,,,
08/31/17 07:47:24.000,56.901,,,,,
08/31/17 08:17:24.000,56.901,,,,,
08/31/17 08:47:24.000,56.901,,,,,
08/31/17 09:17:24.000,56.772,,,,,
08/31/17 09:47:24.000,56.858,,,,,
08/31/17 10:17:24.000,56.901,,,,,
08/31/17 10:47:24.000,56.426,,,,,
08/31/17 11:17:24.000,56.728,,,,,
08/31/17 11:47:24.000,56.988,,,,,
08/31/17 12:17:24.000,57.031,,,,,
08/31/17 12:47:24.000,57.29,,,,,
08/31/17 13:17:24.000,57.16,,,,,
08/31/17 13:47:24.000,57.376,,,,,
08/31/17 14:17:24.000,57.376,,,,,
08/31/17 14:47:24.000,57.376,,,,,
08/31/17 15:17:24.000,57.333,,,,,
08/31/17 15:47:24.000,57.074,,,,,
08/31/17 16:17:24.000,57.247,,,,,
08/31/17 16:47:24.000,56.944,,,,,
08/31/17 17:17:24.000,57.376,,,,,
08/31/17 17:47:24.000,56.901,,,,,
08/31/17 18:17:24.000,56.901,,,,,
08/31/17 18:47:24.000,57.247,,,,,
08/31/17 19:17:24.000,57.42,,,,,
08/31/17 19:47:24.000,57.463,,,,,
08/31/17 20:17:24.000,57.031,,,,,
08/31/17 20:47:24.000,57.506,,,,,
08/31/17 21:17:24.000,57.592,,,,,
08/31/17 21:47:24.000,57.117,,,,,
08/31/17 22:17:24.000,57.117,,,,,
08/31/17 22:47:24.000,57.031,,,,,
08/31/17 23:17:24.000,57.247,,,,,
08/31/17 23:47:24.000,57.29,,,,,
09/01/17 00:17:24.000,57.247,,,,,
09/01/17 00:47:24.000,57.247,,,,,
09/01/17 01:17:24.000,57.247,,,,,
09/01/17 01:47:24.000,57.247,,,,,
09/01/17 02:17:24.000,57.074,,,,,
09/01/17 02:47:24.000,57.204,,,,,
09/01/17 03:17:24.000,57.074,,,,,
09/01/17 03:47:24.000,57.074,,,,,
09/01/17 04:17:24.000,57.031,,,,,
09/01/17 04:47:24.000,56.815,,,,,
09/01/17 05:17:24.000,56.858,,,,,
09/01/17 05:47:24.000,56.642,,,,,
09/01/17 06:17:24.000,55.515,,,,,
09/01/17 06:47:24.000,55.906,,,,,
09/01/17 07:17:24.000,55.863,,,,,
09/01/17 07:47:24.000,55.949,,,,,
09/01/17 08:17:24.000,55.342,,,,,
09/01/17 08:47:24.000,56.295,,,,,
09/01/17 09:17:24.000,56.295,,,,,
09/01/17 09:47:24.000,56.34,,,,,
09/01/17 10:17:24.000,56.383,,,,,
09/01/17 10:47:24.000,56.122,,,,,
09/01/17 11:17:24.000,56.295,,,,,
09/01/17 11:47:24.000,56.642,,,,,
09/01/17 12:17:24.000,56.685,,,,,
09/01/17 12:47:24.000,56.815,,,,,
09/01/17 13:17:24.000,56.944,,,,,
09/01/17 13:47:24.000,56.944,,,,,
09/01/17 14:17:24.000,56.944,,,,,
09/01/17 14:47:24.000,56.988,,,,,
09/01/17 15:17:24.000,57.031,,,,,
09/01/17 15:47:24.000,56.858,,,,,
09/01/17 16:17:24.000,56.815,,,,,
09/01/17 16:47:24.000,56.901,,,,,
09/01/17 17:17:24.000,56.988,,,,,
09/01/17 17:47:24.000,56.122,,,,,
09/01/17 18:17:24.000,56.208,,,,,
09/01/17 18:47:24.000,55.256,,,,,
09/01/17 19:17:24.000,56.035,,,,,
09/01/17 19:47:24.000,54.777,,,,,
09/01/17 20:17:24.000,55.299,,,,,
09/01/17 20:47:24.000,55.819,,,,,
09/01/17 21:17:24.000,55.386,,,,,
09/01/17 21:47:24.000,55.733,,,,,
09/01/17 22:17:24.000,55.733,,,,,
09/01/17 22:47:24.000,55.386,,,,,
09/01/17 23:17:24.000,55.472,,,,,
09/01/17 23:47:24.000,55.733,,,,,
09/02/17 00:17:24.000,55.733,,,,,
09/02/17 00:47:24.000,55.906,,,,,
09/02/17 01:17:24.000,55.906,,,,,
09/02/17 01:47:24.000,55.906,,,,,
09/02/17 02:17:24.000,55.906,,,,,
09/02/17 02:47:24.000,55.906,,,,,
09/02/17 03:17:24.000,55.863,,,,,
09/02/17 03:47:24.000,55.863,,,,,
09/02/17 04:17:24.000,55.863,,,,,
09/02/17 04:47:24.000,55.819,,,,,
09/02/17 05:17:24.000,55.776,,,,,
09/02/17 05:47:24.000,55.515,,,,,
09/02/17 06:17:24.000,55.386,,,,,
09/02/17 06:47:24.000,55.256,,,,,
09/02/17 07:17:24.000,55.256,,,,,
09/02/17 07:47:24.000,54.648,,,,,
09/02/17 08:17:24.000,54.648,,,,,
09/02/17 08:47:24.000,53.951,,,,,
09/02/17 09:17:24.000,54.037,,,,,
09/02/17 09:47:24.000,55.256,,,,,
09/02/17 10:17:24.000,55.213,,,,,
09/02/17 10:47:24.000,55.429,,,,,
09/02/17 11:17:24.000,54.82,,,,,
09/02/17 11:47:24.000,54.561,,,,,
09/02/17 12:17:24.000,55.256,,,,,
09/02/17 12:47:24.000,55.429,,,,,
09/02/17 13:17:24.000,55.863,,,,,
09/02/17 13:47:24.000,56.122,,,,,
09/02/17 14:17:24.000,56.295,,,,,
09/02/17 14:47:24.000,56.122,,,,,
09/02/17 15:17:24.000,55.992,,,,,
09/02/17 15:47:24.000,55.949,,,,,
09/02/17 16:17:24.000,55.949,,,,,
09/02/17 16:47:24.000,55.558,,,,,
09/02/17 17:17:24.000,55.863,,,,,
09/02/17 17:47:24.000,55.515,,,,,
09/02/17 18:17:24.000,55.472,,,,,
09/02/17 18:47:24.000,55.125,,,,,
09/02/17 19:17:24.000,55.168,,,,,
09/02/17 19:47:24.000,53.994,,,,,
09/02/17 20:17:24.000,54.169,,,,,
09/02/17 20:47:24.000,54.082,,,,,
09/02/17 21:17:24.000,55.515,,,,,
09/02/17 21:47:24.000,54.473,,,,,
09/02/17 22:17:24.000,54.909,,,,,
09/02/17 22:47:24.000,54.604,,,,,
09/02/17 23:17:24.000,54.604,,,,,
09/02/17 23:47:24.000,55.125,,,,,
09/03/17 00:17:24.000,54.691,,,,,
09/03/17 00:47:24.000,55.125,,,,,
09/03/17 01:17:24.000,55.342,,,,,
09/03/17 01:47:24.000,55.776,,,,,
09/03/17 02:17:24.000,56.079,,,,,
09/03/17 02:47:24.000,55.992,,,,,
09/03/17 03:17:24.000,55.949,,,,,
09/03/17 03:47:24.000,55.819,,,,,
09/03/17 04:17:24.000,55.602,,,,,
09/03/17 04:47:24.000,55.602,,,,,
09/03/17 05:17:24.000,55.602,,,,,
09/03/17 05:47:24.000,55.602,,,,,
09/03/17 06:17:24.000,55.558,,,,,
09/03/17 06:47:24.000,55.472,,,,,
09/03/17 07:17:24.000,55.429,,,,,
09/03/17 07:47:24.000,55.256,,,,,
09/03/17 08:17:24.000,55.256,,,,,
09/03/17 08:47:24.000,54.473,,,,,
09/03/17 09:17:24.000,55.081,,,,,
09/03/17 09:47:24.000,55.125,,,,,
09/03/17 10:17:24.000,54.126,,,,,
09/03/17 10:47:24.000,54.909,,,,,
09/03/17 11:17:24.000,55.256,,,,,
09/03/17 11:47:24.000,55.733,,,,,
09/03/17 12:17:24.000,55.819,,,,,
09/03/17 12:47:24.000,55.906,,,,,
09/03/17 13:17:24.000,56.035,,,,,
09/03/17 13:47:24.000,56.122,,,,,
