"Date.Time","Temp...#20178444"
2017-08-23 10:17:24,71.017
2017-08-23 10:23:17,NA
2017-08-23 10:47:24,58.541
2017-08-23 11:17:24,56.383
2017-08-23 11:47:24,56.035
2017-08-23 12:17:24,55.863
2017-08-23 12:47:24,55.992
2017-08-23 13:17:24,56.035
2017-08-23 13:47:24,56.079
2017-08-23 14:17:24,55.647
2017-08-23 14:47:24,56.122
2017-08-23 15:17:24,56.122
2017-08-23 15:47:24,55.863
2017-08-23 16:17:24,55.949
2017-08-23 16:47:24,56.642
2017-08-23 17:17:24,56.772
2017-08-23 17:47:24,56.815
2017-08-23 18:17:24,56.901
2017-08-23 18:47:24,56.988
2017-08-23 19:17:24,57.031
2017-08-23 19:47:24,57.031
2017-08-23 20:17:24,56.988
2017-08-23 20:47:24,56.901
2017-08-23 21:17:24,56.772
2017-08-23 21:47:24,56.426
2017-08-23 22:17:24,56.208
2017-08-23 22:47:24,55.863
2017-08-23 23:17:24,55.647
2017-08-23 23:47:24,55.515
2017-08-24 00:17:24,55.558
2017-08-24 00:47:24,55.168
2017-08-24 01:17:24,55.602
2017-08-24 01:47:24,56.122
2017-08-24 02:17:24,56.728
2017-08-24 02:47:24,55.168
2017-08-24 03:17:24,55.906
2017-08-24 03:47:24,56.208
2017-08-24 04:17:24,56.426
2017-08-24 04:47:24,56.383
2017-08-24 05:17:24,56.426
2017-08-24 05:47:24,56.512
2017-08-24 06:17:24,56.556
2017-08-24 06:47:24,56.642
2017-08-24 07:17:24,56.728
2017-08-24 07:47:24,56.772
2017-08-24 08:17:24,56.772
2017-08-24 08:47:24,56.599
2017-08-24 09:17:24,56.383
2017-08-24 09:47:24,56.295
2017-08-24 10:17:24,56.122
2017-08-24 10:47:24,55.949
2017-08-24 11:17:24,55.733
2017-08-24 11:47:24,55.776
2017-08-24 12:17:24,55.863
2017-08-24 12:47:24,55.819
2017-08-24 13:17:24,55.081
2017-08-24 13:47:24,55.386
2017-08-24 14:17:24,55.256
2017-08-24 14:47:24,55.819
2017-08-24 15:17:24,56.383
2017-08-24 15:47:24,56.079
2017-08-24 16:17:24,55.776
2017-08-24 16:47:24,55.602
2017-08-24 17:17:24,56.208
2017-08-24 17:47:24,55.992
2017-08-24 18:17:24,55.992
2017-08-24 18:47:24,56.599
2017-08-24 19:17:24,56.556
2017-08-24 19:47:24,56.599
2017-08-24 20:17:24,56.599
2017-08-24 20:47:24,56.556
2017-08-24 21:17:24,56.772
2017-08-24 21:47:24,56.383
2017-08-24 22:17:24,56.383
2017-08-24 22:47:24,56.165
2017-08-24 23:17:24,56.079
2017-08-24 23:47:24,55.949
2017-08-25 00:17:24,55.906
2017-08-25 00:47:24,55.906
2017-08-25 01:17:24,55.906
2017-08-25 01:47:24,55.429
2017-08-25 02:17:24,56.122
2017-08-25 02:47:24,56.165
2017-08-25 03:17:24,56.426
2017-08-25 03:47:24,56.599
2017-08-25 04:17:24,55.863
2017-08-25 04:47:24,55.733
2017-08-25 05:17:24,55.819
2017-08-25 05:47:24,56.251
2017-08-25 06:17:24,56.251
2017-08-25 06:47:24,56.208
2017-08-25 07:17:24,56.251
2017-08-25 07:47:24,56.34
2017-08-25 08:17:24,56.34
2017-08-25 08:47:24,56.383
2017-08-25 09:17:24,56.469
2017-08-25 09:47:24,56.426
2017-08-25 10:17:24,56.426
2017-08-25 10:47:24,56.208
2017-08-25 11:17:24,56.035
2017-08-25 11:47:24,55.949
2017-08-25 12:17:24,55.863
2017-08-25 12:47:24,55.992
